#source_id ra dec parallax radius_val lum_val x y z
1000225938242805248 103.4475289523685 56.02202543042615 0.582790372285251 1.0247303 1.0757744 -727.3656821773534 3041.965960927141 4640.879397486131
1000383512003001728 105.1878559403631 56.267982095887305 1.3856861956483002 1.3887109 1.9378902 -342.429926871836 1261.4081402869633 1957.4848499624923
1000250024419296000 103.35252488087359 56.3951438077475 0.7471075531667106 1.5079575 2.4273772 -557.9986985325144 2350.872270164539 3635.98620801522
1000176013542934016 101.9297907313791 55.97333308306007 0.6317176869646334 2.257428 4.518401 -597.2163024822955 2826.709530671002 4278.983818697769
1000313035883659264 102.30172541443049 56.6658301006176 2.9814674593114043 0.8863408 0.763465 -128.08013258978136 587.3435517247689 913.9695973138452
1000241984240618240 103.28806439239295 56.25361940364998 1.0251264635394985 0.7392548 0.21965574 -406.24233902228025 1720.126496198988 2645.5327484410686
1000359735063735040 102.27526082081387 57.26337386489538 0.5941710853876594 1.4293281 2.254609 -631.1231493606355 2900.6087797115097 4617.380785723781
1000252975061387648 103.08571823809268 56.44788421678067 0.5619847128432962 1.0512198 1.1165951 -726.2395227453018 3124.3560904773863 4836.667577052592
1000286342662707072 103.41586393340168 56.82032668577882 0.6143116408324927 0.8785607 0.57827634 -674.1493307923977 2826.311267705217 4443.662475870581
1000188932804604032 102.75919822534684 56.039345832388705 0.581727819865873 1.0707539 1.0764434 -691.720277120778 3054.685465733883 4650.30319304086
1000227828028415232 103.34236450627944 56.13657970874077 0.5607323671954905 0.97388005 1.1074582 -747.9473711738008 3153.6228432836183 4829.931360196911
1000380453986289664 105.24293206743587 56.16912121610015 0.7247490098742747 0.92149097 0.6841475 -658.7248441837256 2417.3498012249047 3738.3019100698475
1000293416473401216 102.72607244697352 56.38325450081747 3.9065573161823766 0.7875058 0.12735 -101.82400085210294 450.87198198214793 695.2664195651292
1000386432580767232 105.08533414423057 56.30770465927012 0.7653820046075347 1.114653 0.97194165 -615.225480410046 2282.449738711039 3545.5690572624194
1000420895398243584 105.1164507140125 56.643671438197934 1.3357906294863813 0.67438596 0.18756483 -350.1098173173572 1296.084967335887 2039.4492916171334
1000363686433960320 105.48985906297425 56.003175428699564 3.8892126788042676 1.1157758 1.246682 -125.23095792176143 451.87880685476426 695.2718239326073
1000182644972434176 101.94423076669732 56.05832912744094 1.5202034387474475 0.78097594 0.33533815 -247.92195846020266 1171.989300044651 1779.9027307693323
1000279951751421952 103.02705673411258 56.63702121359979 0.767885283431609 0.8845915 0.57346785 -526.5276569714551 2275.738294805817 3547.4948434684757
1000338741263613440 103.07970073800763 57.01569450692533 0.5863558999619304 0.9581894 1.2572428 -685.3092573698282 2949.6746605520157 4665.8761837291995
1000359597624782464 102.2710733013667 57.24631359628117 0.6565003527962409 2.3331554 6.9958296 -571.2758096216669 2626.4775404611223 4178.198594616518
1000387051056054400 105.08629357201848 56.361440791797136 1.0067207352441034 2.6150944 4.749252 -467.109809022333 1732.8339842235164 2697.282724172361
1000302800977452672 102.92298112573327 56.5747884751818 0.7119215048356552 0.6761101 0.41827533 -564.3871739964922 2459.709796012831 3823.6227400545617
1000347709155304192 102.54375069776962 57.046121892484074 0.5444924929476606 1.7958094 4.405924 -707.674995473004 3180.620076817559 5026.34405198808
1000383855600387968 105.11069621048 56.31255545412269 1.0048556610608477 0.973092 0.7067754 -469.31701545667954 1738.0760284338735 2700.753976080359
1000359391466351744 102.3017690218804 57.22920450937046 2.537211136978943 0.65895796 0.22193527 -148.2497766378543 679.8340245204844 1080.8961707468209
1000282666170606976 103.10844731672314 56.77601042341673 0.6126975698167384 3.5983586 6.874385 -661.4926557410697 2840.6980628899855 4453.114087055757
1000286754979563776 103.42565390390914 56.843618323391944 0.49657800052194917 1.9400027 3.3341835 -834.0618225762 3494.0847179118878 5498.670835810302
1000302800977451008 102.94397073481986 56.57271447863898 1.3418104472254784 0.6100606 0.12533844 -299.9402136919423 1305.0047581241174 2028.6428865398693
1000348499429286784 102.52806975928772 57.06069304877321 1.1676919639042145 0.6520635 0.29159164 -329.45225112427823 1482.6253039502967 2344.160786780998
1000303213294312320 102.8781965960664 56.62548424967801 0.9584588462795129 0.8534242 0.42845896 -417.22556043574843 1824.893346863192 2841.7577543696457
1000310291400310784 102.40189377334782 56.56729911431489 1.9723581821207357 1.7646328 3.0967014 -195.6710962305982 889.8229473453938 1380.0152590229172
1000251879845169664 103.23948334687252 56.48817909696528 0.8963089061292251 0.8480014 0.36741853 -460.1184840110422 1955.6622502140642 3033.9990083443167
1000311837588537984 102.37020231964931 56.58825273021449 0.8077942860141044 2.495331 5.32117 -476.2962677096425 2171.704323234712 3370.339981564936
1000209342489136768 101.95254153285862 56.23449372106513 0.6074713476404542 1.3590804 1.8692796 -618.0134989290742 2919.413413770001 4463.421495098642
1000185359391763200 101.87777703245294 56.165491104169575 1.1337163973246875 0.66609097 0.22029334 -329.6969506863938 1567.5371560307563 2389.6766079139575
1000408251014576896 105.93092525216859 56.5537382738638 0.8852896071484765 0.95385563 0.5838182 -557.3422279501146 1952.564552621972 3074.0889505049036
1000408319734053504 105.92649076374829 56.56238524251988 0.5948111998279125 1.3248175 1.7738088 -829.10810413406 2905.507357124035 4575.788524789953
1000338466385705472 103.116169170894 57.00017264175036 0.5407295538511826 16.299995 103.94288 -745.4818618725031 3199.4271059488633 5058.68946571492
1000310909875609216 102.23410751970438 56.58661557254864 0.784389734042163 0.94451326 0.52355725 -485.21521929762184 2237.7591640531236 3470.838464132128
1000383202765357312 105.17339863715367 56.263454655091685 2.1503664454788547 0.6025676 0.1442522 -220.48123940753857 812.997422936311 1261.3276286535297
1000251845485431552 103.23506504537949 56.488660032510275 0.8480506914383504 1.817659 3.2804785 -486.1359123379525 2066.9602501129975 3206.6661521082237
1000410175159925632 105.80422776632628 56.67703544198735 0.6363474340315431 0.90645987 0.47002786 -766.8602352773647 2709.263556875835 4282.756455514745
1000336576600103936 102.99168774913225 56.93067501090729 0.4178598848199026 1.6804459 3.7222273 -957.4742067530559 4150.0231824322755 6541.011279783084
1000408354093791744 105.91489207266235 56.58334687520508 0.5558568005062327 1.3001487 1.6880451 -886.0912489016388 3107.5817031678857 4897.641961493571
1000251948564646784 103.20860915734714 56.515539712805264 2.204377127835306 0.51796013 0.0518256 -186.52294431811174 794.7074920737939 1234.0265646035316
1000352863116065152 102.30315332762414 57.148998222698964 1.1981103224336327 1.2539924 2.3813243 -314.6624549532864 1442.7908269921552 2286.924434006628
1000295207475295488 102.7708413064457 56.44640124119696 0.40721669746888284 3.361755 7.0255485 -978.583353466058 4317.419748458965 6674.791573454737
1000310497558749056 102.28126998458102 56.533557227721936 3.311183548654869 0.52862287 0.060633134 -115.54136178333621 530.7540652047887 821.7078940126441
1000383202765357952 105.16896313091917 56.26205868767852 2.5561730692128615 0.56776077 0.07312817 -185.43244050823446 683.968890115134 1061.0676202385227
1000251914204910720 103.21435175634069 56.48925931979135 0.9694481399904168 0.7839269 0.3728049 -424.59999191567493 1808.2538226792078 2805.136417136307
1000316235635055488 102.1447407473783 56.68987856397883 0.7185318423998907 1.9673316 3.840654 -524.4398089939754 2437.0069511456704 3793.461172476601
1000381794016091648 105.08629871285208 56.235052515828315 1.1045509024946825 1.25464 1.2603859 -427.14840366716027 1584.588873139031 2454.769937699514
1000352966195280640 102.27397140907931 57.171989204577436 1.1040585468263115 0.9646728 0.6926093 -340.4584854023243 1564.8987996548717 2482.384203727454
1000292664854658432 102.81091739382707 56.37353527623087 1.4696343619899181 1.0677472 0.34306476 -272.51082583443696 1198.4038713882974 1847.9370387582528
1000424365731788160 105.53018622639567 56.73245669233048 0.3487952883259357 4.020572 8.847709 -1373.390180060855 4942.172507969916 7818.491366835387
1000381622217399936 105.10545475311984 56.21071529107893 2.618702839419333 3.2970407 18.639517 -180.50631250753133 668.7329949268401 1035.111001829764
1000314689446828032 102.18285854279993 56.664861436974874 0.722639220319979 1.1442521 1.3496952 -523.4184374483204 2424.417507233029 3770.8170756854493
1000238170309558912 103.39450799600566 56.35286404644715 1.4921493580869332 1.6749831 2.8782008 -280.5591365044751 1178.1649172439747 1819.6167463572071
1000348258911123584 102.40744856798479 57.04689696864103 1.7319598576633584 1.0557928 0.8708258 -220.09448301150334 1000.4269686053537 1580.1928614394287
1000351282568101248 102.36388801678136 57.066068254899854 0.4795649587249314 1.4908264 2.8500915 -791.7202106485382 3611.802787402096 5708.1403253951585
1000310497558748544 102.2978385267878 56.53043150069221 2.92513151565515 0.64052296 0.20755048 -130.97478081745604 600.8134805985503 930.1214394834717
1000317403866160256 102.09322405795848 56.7384605722174 0.8251445812266918 1.0678357 0.91122484 -454.18436572651217 2119.8038761319185 3305.166725794464
1000380724567676288 105.19054635705531 56.20102410907944 1.097252050983666 0.61272 0.18541172 -433.27581626683053 1595.760512452755 2470.117300850164
1000366744450681216 105.39010310692463 56.00159776266254 0.47255540209021646 1.1439974 1.8444681 -1024.2375867338103 3720.981471621483 5722.101077710243
1000419383569754496 105.20229967038972 56.577844741266944 1.230018389369793 0.96945477 0.9070633 -382.99216808966645 1409.4217781192322 2213.149909085038
1000411309031204736 105.67045003368021 56.6362165360582 2.0242886665364725 1.4236275 2.4923077 -239.33698417343618 853.1572643183224 1345.679565046901
1000297299123658240 102.51287661388112 56.42667031081177 1.4884453349366797 2.1267562 5.3023877 -262.5414376995397 1182.989655935169 1825.7073695260556
1000311287832730368 102.25364634996018 56.58148993042605 1.2467091604049683 0.6708111 0.15716353 -305.80354690074216 1408.0135731291148 2183.6122334378597
1000248478231073536 103.34884854173606 56.352903623805815 0.6779587317316884 2.6114197 3.7171278 -615.4277358748775 2593.563846904389 4004.8768181033956
1000351969762869120 102.3081686659522 57.11379250864086 1.2140023730805196 1.2703015 1.2371005 -310.9635345642621 1425.2312775501991 2256.091244564344
1000229442936114304 103.3627282691034 56.174215294707466 0.2809442194136589 21.090096 195.29724 -1493.590174971683 6287.575624755367 9644.2348863371
1000414229608965760 105.56416528812447 56.763112215316546 0.5037127505931398 1.3053713 1.7930733 -952.25437646616 3418.8458931054715 5415.804566995369
1000368084480478848 105.26885933682767 56.10845949256235 0.49288832141438654 5.1069283 14.195566 -971.7375134800311 3559.6743530345893 5492.941184617351
1000197969415678720 102.77385751295968 56.24325280826139 1.6897273857498658 0.7522007 0.16451707 -237.14852580898958 1046.0220557919395 1604.8019270265286
1000407598179459072 105.7626759037966 56.56186612057218 0.7838077211320426 1.1232092 1.318491 -622.8903728110673 2206.7337989554876 3472.425577896084
1000311322192468096 102.25221116786311 56.59561545006313 0.5078013768109803 1.1566108 1.3362545 -750.414807077633 3455.5578777099145 5361.884137731932
1000229133698468864 103.38323249262635 56.153673441630055 0.8989265026874624 1.5084412 2.4806788 -467.74955815172007 1965.9590220143823 3013.4175827928498
1000386741818416384 104.99693151007627 56.3339133898781 0.5215609933004659 1.3371432 2.0503151 -897.0480932755119 3348.546379628003 5204.649364262158
1000255315819009792 103.13165400398529 56.569997873420114 0.279083282051881 6.825565 28.048393 -1462.7390863445528 6270.052991612167 9753.250020596097
1000358772991063296 102.30572421730129 57.16845816616576 0.9817762039747279 0.86228657 0.41076273 -383.8752017763719 1759.7659528342144 2791.459511832706
1000314277129968640 102.21525402527281 56.61846949356458 0.9426301773145267 0.62347674 0.22076784 -402.80900383098117 1860.667007437571 2889.243562081175
1000348224551384064 102.45035854268767 57.03627102597426 0.4873699602420176 2.0926132 5.6585164 -785.0335657444002 3555.6335457574246 5614.834217327469
1000184942779357312 102.01268957221332 56.18537319676857 0.8721127225360474 0.6861162 0.28967592 -433.16727513435967 2035.6747835918106 3107.2193960146146
1000381312979753728 105.15184685466419 56.17277489032485 3.501004613077599 0.50631195 0.033833645 -135.5551606868576 500.58827200620254 773.905406138841
1000250196217991808 103.31547981774392 56.387660139361046 0.9318037703466328 1.1599218 1.0526196 -446.2646502222653 1885.5567196763159 2915.0310861305343
1000367637803880192 105.32670581294099 56.03978708149695 1.485519336145864 0.85395867 0.5520629 -324.18735958048563 1182.8629461123785 1821.0633169615505
1000412545981786752 105.59424459898428 56.708006382368254 0.3780269049099737 2.0091658 4.7914286 -1273.115167746364 4561.555161498507 7211.892003078624
1000381519138183168 105.13463412813717 56.20256345643013 1.3409053528409824 0.52556616 0.14339775 -353.2574976482005 1306.0909165633295 2021.3134456045875
1000250264937468416 103.3072720537621 56.39860370199046 2.272976099668883 0.80153984 0.49427515 -182.78237362440134 772.7857346057101 1195.1651236282096
1000410587476699904 105.71466600037894 56.57326370643643 0.3812437917341503 1.6388699 3.3852077 -1276.4276838132935 4536.578181284491 7139.975786737915
1000241571923761792 103.25951241772788 56.23050527216237 1.528387140486985 0.703016 0.15276127 -272.0658218445997 1154.5630127539857 1773.9448358012112
1000351763604435072 102.41072986018365 57.09676741197255 0.9484857789143555 0.83206797 0.51272917 -401.46298105150134 1824.3292815565294 2887.1005142291265
1000316373074006144 102.17172758657522 56.70783741323349 0.6364669558724418 1.3808618 3.0707877 -593.0728580014677 2749.638707532777 4283.4650057009385
1000411377750682112 105.65397222290096 56.64281101648586 0.9088726870440863 0.8088533 0.49775606 -532.4242313928384 1900.0174187628909 2997.3948612047056
1000317850542756096 102.09138143393757 56.78706975396337 0.4359524578408151 1.2448297 1.5431677 -858.4117526587407 4007.073798490974 6259.299654770159
