#source_id ra dec parallax radius_val lum_val distance x y z
5243542850899818368 145.78007362452533 -69.35147288731079 16.39518306410878 1.1173617 1.0885304 198.93427016877126 -58.00685569617032 39.450916387009386 -186.1549723645612
5243532749137815040 145.20429477273532 -69.62037515956906 16.79767409437901 0.8722219 0.6060252 194.1675828937111 -55.52626719389098 38.5855887002791 -182.01383530641758
5244564567778520704 153.58518836281286 -68.1597849247528 19.03530234110021 0.7866766 0.3232077 171.34289325679114 -57.08792415064936 28.357088521031095 -159.0447468996956
5244602741448864256 154.68379065863311 -68.32574375418675 46.50223745557678 0.6141867 0.08700325 70.13778165529402 -23.416162079164828 11.076874989672476 -65.17894299136148
5245005201371044096 155.90338667376133 -67.86824049618284 22.27788105790394 0.7001606 0.16498867 146.40368034394876 -50.34942918700746 22.518816593515233 -135.61664904436796
5245362886250849664 152.4852215196811 -66.59715101548092 17.603835950837293 2.66914 3.9183996 185.27574252853393 -65.26664888871339 33.99706618041941 -170.03401072568153
52548241968465408 64.13997593960427 21.907302143121285 19.57077478571847 0.8820239 0.54959714 166.654811209721 67.44142893294523 139.1371192594897 62.17991481982576
5247652035090448000 141.9903436207711 -66.10260744319973 26.17219448527928 0.7559181 0.4043709 124.61942306658186 -39.776164848565465 31.087342982920124 -113.93609797447755
5247781567003546752 142.2825999365328 -65.49044369300606 18.73547774333945 0.53115606 0.04389515 174.0849004131416 -57.12736592576656 44.1807648364203 -158.39847421205144
5247993192932242048 139.25053990542668 -66.62213041555218 26.916116455379342 0.5022034 0.05840585 121.17512504260387 -36.42514698928839 31.38531656594375 -111.22761123010291
5248192926090003968 135.61162962125786 -66.39648572888235 26.48837949828895 3.078503 29.549854 123.1318728785415 -35.23239512652598 34.488103964383605 -112.83043533181781
5248586826134009088 142.26359247701077 -64.7837944829223 27.744856454351645 0.70876116 0.1751879 117.55561909314977 -39.60724525941738 30.652179367360592 -106.3533431696683
5249829377360422656 146.82647534981842 -63.71930954964916 19.04786683437419 0.67211217 0.17997022 171.22987080401 -63.45870071815119 41.484343065838495 -153.53081527536384
5250219390443920128 144.03146243753423 -63.902365601717854 18.02110692506303 0.94368756 0.5673558 180.98576245645754 -64.43639727334381 46.76174332313382 -162.53349279381908
5250377690058801920 141.09640599082627 -63.718670937367406 17.4833373761969 1.0311345 1.0993518 186.55269911924324 -64.28089342318356 51.874800099640616 -167.26888952825192
5250675107960234240 145.20107059261477 -62.89081397097886 23.701219135107102 0.67788607 0.22391164 137.6116459895826 -51.49323113363434 35.78730102213342 -122.49359715891899
5250790930327279488 146.1510367420727 -62.244866304666516 18.569299386092585 0.74625736 0.2436251 175.64280209648715 -67.93210143262297 45.56069551626262 -155.43438019732952
5250780970316845696 145.64547203150983 -62.47588566532943 23.943374006927794 0.5766782 0.07906936 136.21989015408508 -51.96926348762487 35.523548635998296 -120.80203482744275
5251686138951379584 156.02750757721276 -63.99969629688623 44.070679940152864 0.5810229 0.07593287 74.0075665174901 -29.644609916924157 13.181580780228275 -66.51738819924036
5252170821755346688 155.5021693425223 -63.04759959008042 20.665261927806604 0.7306138 0.27036196 157.828329906296 -65.09584854523989 29.662910811035804 -140.68554988129497
5252255484150883712 156.69538786478688 -62.90408757507522 37.64616253904101 0.6073034 0.12577645 86.63735045396646 -36.242200268609146 15.6118159501823 -77.12849419061067
5252255484129075584 156.69455930115373 -62.90303946620842 37.52024141810048 0.56971943 0.07475793 86.92811276977655 -36.36490578105897 15.665296465839836 -77.38661966959816
5252487687252519808 153.5221549096692 -63.76528948667881 17.49869116565213 0.9178716 0.45759597 186.38901311338904 -73.75066284326209 36.735124303559836 -167.18921789985322
5252984288561090944 153.7072433398363 -62.585972792818346 19.473109484965235 0.83347625 0.68070793 167.49065061540696 -69.13737573703384 34.158944743459664 -148.68190143316636
5253877053308039936 158.2618619922352 -61.73949053748377 21.31681115923191 0.7300707 0.23835643 153.00430035143214 -67.29285346594912 26.83097841492989 -134.76678520963213
5253922408166862720 158.95341783581296 -61.11771654388693 29.4164012788797 0.51548773 0.042089432 110.8756895930573 -49.981580012563384 19.2327689027775 -97.08429740445195
5254273053641962752 160.69421595606565 -60.043303989759394 21.20905458063853 0.88270944 0.7096364 153.78166738838604 -72.47205936411154 25.387567857714235 -133.23690642816217
5254819339117709952 155.60550852767764 -60.178922700894226 45.124365496205264 0.58544457 0.068984926 72.2794379771647 -32.735104175766836 14.84550716663746 -62.708380826344154
5255004916043709312 155.0278096170396 -60.157690110931924 18.370261395240743 0.53628415 0.07590325 177.54585560697933 -80.08987540270584 37.29920708001875 -154.00296053126797
5255074803755510528 154.35836597309896 -59.775315175379234 17.564634521925033 0.7331283 0.23490591 185.6892480780421 -84.2690002543644 40.450256946907075 -160.44628123097087
5255351983768821376 157.28798164880345 -59.11783351866343 17.419424921895587 0.7777496 0.2253877 187.2371672294538 -88.65181747568634 37.105709968311956 -160.69156274713228
5256767089594662144 150.05516971566436 -59.71792579881925 16.521543730488357 0.8732345 0.59483343 197.41277391186443 -86.25800188802458 49.690399116750385 -170.47646362322428
5257162462774509440 145.37644204716062 -60.511545429559426 19.265905729186162 0.50186306 0.06544956 169.2920033445869 -68.57551927914551 47.34870790646176 -147.36105459587256
525862056127397248 15.34642517109218 65.8721006203276 23.89338328325315 0.9995196 0.7875419 136.50489503627168 53.81013909122788 14.767662602762528 124.5791773977386
5257641819811552512 148.6429712136564 -58.727903369070525 33.16989818766949 0.7056967 0.2535519 98.32902587425869 -43.58762788774815 26.561151865985913 -84.04297255601962
5258177900439549440 152.86299858091917 -58.89747151981952 16.733488993855875 0.79468364 0.3492224 194.91235679178715 -89.60241031288537 45.92491167684718 -166.89259235725248
5258401754126740736 151.99073995468055 -58.4789295194671 21.58442249447246 0.8406982 0.5807695 151.10729870012187 -69.74750241245249 37.09986547750386 -128.81110825244812
5258583929465243136 154.24463197465403 -57.91320502346053 23.59580214229388 0.5056866 0.06313241 138.2264420371515 -66.13199165199538 31.905923843124423 -117.11157492795986
5259180964276612736 148.87649908264385 -57.95532628992801 23.052776446605844 0.7100933 0.27010334 141.4824710895981 -64.262190307554 38.80139050230298 -119.92544608039809
5259732747304263296 150.30756672673806 -56.66909519146111 16.687126353073467 1.2078456 1.8381224 195.45389110936756 -93.29522479869023 53.19832841223249 -163.30389595382783
5260154714952940544 149.73686505915086 -55.09189152591081 19.286776041618605 0.7043974 0.21975468 169.10881165954365 -83.58610144260837 48.77165601650154 -138.68121500743004
526172393287330304 11.448332077947981 66.49251845828228 21.264997984815988 1.2459434 1.8172939 153.37710257347587 59.96016400961055 12.142734821431729 140.6480299073952
5261278076530633600 103.31762922851259 -74.72441128958899 18.07902479942303 1.2469556 2.2067792 180.40595736369409 -10.94852487655811 46.25194870752824 -174.0321708653161
5263150888430032384 115.4694221918731 -72.60813932751822 22.859236722585397 0.7892348 0.5334104 142.68034478681378 -18.339848972677938 38.50316147506263 -136.15739893435344
5263150888430032256 115.45572165235528 -72.60603561282196 23.29519251039452 11.678171 60.5197 140.01016629017087 -17.989702968425938 37.791329200190056 -133.6077568443987
5263277985102040704 119.03774414820606 -71.98529173521516 19.58954074284079 1.0810621 1.451178 166.49516290134844 -24.99274249523406 45.01813569803841 -158.33309682560522
5264331179802870016 116.97310273058838 -71.00196707929453 16.676409679201928 0.66544795 0.16966563 195.57949462044914 -28.878081139755725 56.742261010729756 -184.9262311330283
